N,P,K,temperature,humidity,ph,rainfall,label
108,68,66,22.04973866,68.99488449,6.33,686.592514,Onion
130,58,62,22.39927028,67.45328243,5.63,739.58227,Onion
104,80,64,22.0671475,68.37567571,6.42,737.4906954,Onion
102,59,62,23.93151858,66.96322422,6.26,684.0756671,Onion
118,76,63,22.45611443,68.50921762,6.08,718.9840071,Onion
100,75,62,25.24426238,69.48484541,6.18,722.2142709,Onion
105,73,65,25.44002158,66.30901097,5.69,692.6827219,Onion
134,76,65,21.91951802,69.81924246,5.53,740.9871836,Onion
104,74,68,23.37869169,69.68768613,6.04,743.4187811,Onion
118,60,69,22.54309212,68.00934106,6.29,683.1111451,Onion
136,80,68,25.98942056,66.28979009,6.5,650.865264,Onion
115,78,67,23.74817935,69.696994,5.69,728.4329829,Onion
126,62,66,23.43574469,69.34705253,5.88,687.805313,Onion
100,71,68,25.46368957,69.66246133,5.55,668.1927469,Onion
138,58,60,24.08198124,68.82133388,5.64,654.7621836,Onion
129,77,66,23.81610615,66.16414912,5.63,686.9232408,Onion
103,68,66,24.43643144,68.76577982,6.37,707.5783666,Onion
114,68,62,21.89476624,68.75820089,5.97,659.7623597,Onion
118,63,68,25.50511299,68.54063982,5.86,671.8489208,Onion
113,61,65,23.98367232,67.44826349,6.29,698.6044938,Onion
100,64,70,24.23405731,67.90091906,6.04,650.4746931,Onion
128,72,67,23.18961745,69.53380023,5.86,749.361553,Onion
131,67,63,25.10035651,68.6812608,5.57,670.4447402,Onion
139,64,70,23.53025119,68.18755965,5.86,721.4593678,Onion
111,64,66,21.49160688,65.3699647,6.16,668.2628495,Onion
112,79,64,24.82892147,65.11084688,5.57,713.987415,Onion
122,63,66,22.11553167,69.36922761,5.75,708.0764767,Onion
128,68,61,23.83649,69.15152219,6.33,731.7516814,Onion
122,57,67,21.1077531,69.50023749,5.88,709.1160796,Onion
135,76,67,21.61116993,69.57704426,6.02,673.7934671,Onion
128,56,66,23.2799747,66.9581459,5.92,733.841545,Onion
116,61,63,21.65446901,68.25762576,5.67,703.0927219,Onion
139,58,68,23.23558462,65.19251234,6.24,725.4620078,Onion
111,63,65,21.1274125,65.79375964,5.67,739.6742912,Onion
130,78,69,22.06762398,68.85941675,5.54,689.2657174,Onion
132,75,67,23.05269975,65.43455791,6.42,699.306127,Onion
119,70,70,22.69440921,69.85629436,5.59,748.6734883,Onion
138,71,60,22.83738923,68.93612052,6.43,741.6065035,Onion
107,73,60,24.3426721,69.96704444,6.02,654.2967972,Onion
133,64,66,21.19092038,68.39059617,5.98,664.7362578,Onion
112,61,70,22.97051727,69.46466194,6.02,665.7185951,Onion
119,62,67,23.76632844,67.8314878,6.15,674.6681697,Onion
139,64,65,23.64111119,66.60464734,6.38,659.3561575,Onion
133,56,70,25.06203025,69.05967738,6.24,677.7662683,Onion
130,57,69,21.01256498,67.14160211,5.87,681.8686854,Onion
118,66,68,25.03686131,68.14188947,6.37,651.3407564,Onion
132,56,68,24.48864515,69.4247164,5.69,676.7554602,Onion
179,64,91,20.17140916,86.77934545,4.56,482.445957,Potato
165,62,95,18.00246823,86.40856525,4.81,375.7165631,Potato
195,65,85,24.07254339,87.0920531,5.32,482.0192534,Potato
193,72,93,20.38667538,80.29299105,5.02,491.9704521,Potato
194,70,86,21.34097087,87.68075868,4.56,416.8096891,Potato
182,64,91,21.29132049,84.52913724,4.91,307.8373369,Potato
188,66,95,21.78332407,89.43677298,5.06,359.6370013,Potato
175,76,92,21.48452913,84.11291751,5.24,409.8883468,Potato
181,57,85,19.24171887,87.68793793,4.78,408.2302445,Potato
183,62,94,24.74035428,84.95344258,5.22,332.1014975,Potato
198,79,88,16.54761057,88.68356877,4.99,469.2819424,Potato
170,56,92,16.03610594,80.7807677,4.73,357.0016158,Potato
178,59,95,24.89582363,81.11640375,4.73,389.2224047,Potato
181,65,85,14.75914977,83.31345379,5.26,383.8075278,Potato
187,79,94,20.61289337,88.58538575,5.44,409.037504,Potato
192,80,86,20.51754935,80.43860374,5.28,395.5520496,Potato
180,68,90,14.95206124,82.5757823,5.01,393.4888994,Potato
179,63,85,19.11412206,83.7293462,5.49,350.1994236,Potato
176,55,92,14.24010726,85.89350351,4.58,372.7862201,Potato
173,56,93,19.45669951,81.32286076,4.83,443.5707277,Potato
168,69,87,15.16722953,82.886603,4.83,328.9292025,Potato
191,77,88,21.71810493,81.10174501,4.73,326.3711836,Potato
177,66,85,19.51576733,83.08466459,4.67,374.9641116,Potato
172,65,91,24.05467034,89.21275107,5.47,422.4568906,Potato
184,79,93,16.01799786,89.0133371,5.49,431.865898,Potato
160,66,88,21.97732211,86.70968631,5.16,372.5216311,Potato
174,62,90,20.85749143,83.0702098,5.45,302.7809097,Potato
193,67,88,14.09634294,89.04559477,5.47,410.6519931,Potato
175,58,92,21.74332305,80.06376563,4.81,477.1516127,Potato
189,64,91,23.26270023,81.71023987,5.18,498.1026256,Potato
192,65,90,21.93238026,80.6189599,5.16,413.2968908,Potato
175,65,85,24.9013135,86.63208371,4.84,416.6464588,Potato
174,64,94,19.46207018,81.63270635,5.44,386.2830568,Potato
199,63,88,23.09594145,85.49591022,5.01,362.6603673,Potato
168,78,94,15.6829276,82.52586912,5.19,457.3104909,Potato
197,55,94,18.35132009,80.6940715,4.89,335.8688518,Potato
187,72,88,23.68567215,82.89280548,5.29,474.677361,Potato
183,70,88,22.33334863,80.49861847,5.05,491.1737704,Potato
197,63,93,24.17933941,85.48556756,4.69,428.3017644,Potato
187,65,87,14.48341024,80.90043504,4.9,367.161593,Potato
170,74,95,14.27867487,87.06633119,4.87,313.2637975,Potato
183,68,89,19.34420093,87.54362825,4.61,472.109406,Potato
192,59,91,24.91122639,81.57871602,4.93,334.0869299,Potato
194,80,85,18.4224737,87.50743428,4.83,408.2483042,Potato
162,56,92,21.30835033,88.96964529,4.58,477.7934816,Potato
181,64,89,14.12708059,80.74094883,4.67,354.028337,Potato
178,55,94,23.16251355,82.60007979,5.17,393.2991516,Potato
193,59,87,24.19231223,84.87984084,4.84,372.4242611,Potato
163,65,90,18.20644145,89.69948362,4.59,379.2094507,Potato
170,76,85,18.57317064,83.21525999,5.26,376.7040887,Potato
191,76,93,15.62637067,83.48270445,5.46,310.4188084,Potato
179,59,88,23.50512734,89.16009036,5.36,360.0617545,Potato
169,80,90,16.49896534,81.11433337,4.71,369.3715136,Potato
184,57,92,19.67561481,84.26912828,5.42,432.7770597,Potato
165,64,87,19.70224599,82.62401131,5.07,494.4042353,Potato
199,78,91,18.17795569,88.24890668,4.62,445.980991,Potato
197,64,92,22.76717157,83.49700902,5.25,469.5433955,Potato
162,69,95,21.06478456,84.18061325,5.13,397.7245193,Potato
166,77,86,20.70900625,85.9722153,5.23,367.3567684,Potato
185,62,87,24.12963747,81.30164321,4.67,409.8270721,Potato
189,75,85,16.34902406,84.43945749,5.31,388.0100091,Potato
190,76,92,20.40483876,87.3002438,5.32,390.5895361,Potato
199,62,90,24.17423343,88.04495817,5.1,308.9958441,Potato
193,59,89,15.30513038,80.85168072,5.26,415.367818,Potato
175,55,94,19.26481424,88.74590912,5.29,414.2400874,Potato
171,70,89,22.17794563,88.69967909,5.29,328.6997192,Potato
161,75,85,14.27447688,81.75930713,4.72,346.3080289,Potato
185,62,92,21.44308026,80.39422178,5.44,401.8703572,Potato
191,55,87,20.08411982,88.85844406,4.72,469.8271723,Potato
168,80,89,17.84462838,80.58545064,4.63,428.1194813,Potato
165,71,88,16.88415991,82.36101715,5.3,390.767759,Potato
185,71,88,23.43387339,88.76629427,4.53,490.8920021,Potato
175,57,88,17.6851259,83.92424672,5.3,369.3185451,Potato
172,79,85,22.60265659,80.51296689,4.82,302.0643751,Potato
189,67,88,22.54465382,82.42562312,4.88,314.9462212,Potato
165,59,95,15.41607136,86.15658259,4.58,464.9972454,Potato
171,56,86,21.91465371,81.10016683,4.94,462.3955289,Potato
184,69,85,22.48373436,81.5254647,5.5,400.290413,Potato
198,62,85,22.31851899,82.64246527,5.27,345.3171631,Potato
191,68,87,20.94129518,84.40593634,5.34,430.4901539,Potato
199,70,94,23.57399665,81.14712656,5.35,411.8316969,Potato
191,76,88,22.59885334,84.71682167,5.04,303.5428925,Potato
164,58,86,17.31666132,89.39552718,4.83,447.7997257,Potato
170,61,92,23.87368504,85.95793078,5.3,334.4293571,Potato
178,72,85,22.9570359,82.5507055,5.04,419.3054015,Potato
188,72,94,15.73665427,83.57802588,4.58,473.6940939,Potato
181,67,95,20.60352909,82.20793636,5.34,470.0544401,Potato
167,59,85,19.05602553,85.64273921,4.92,448.2824691,Potato
195,71,91,17.69713467,80.43210105,5.34,340.4429206,Potato
160,59,95,22.75639216,80.93763823,4.82,498.7210848,Potato
183,61,88,22.44071104,86.02505597,5.12,445.449142,Potato
194,64,90,16.61354496,84.55432449,4.9,343.3960849,Potato
172,63,89,19.34314351,80.66798766,4.77,407.5348061,Potato
189,59,94,17.81035859,86.01189638,4.52,425.3507213,Potato
167,67,91,18.16462405,83.4640778,5.01,475.4333095,Potato
160,64,87,20.58204763,82.87750961,4.61,410.456319,Potato
176,69,91,23.92255999,82.08042502,5.32,309.4796044,Potato
173,60,90,17.17777434,80.77961177,4.73,381.5631695,Potato
173,67,85,15.20739279,88.88200441,4.58,481.7904703,Potato
171,72,88,18.16303034,85.92358494,5.22,492.1760126,Potato
67,56,26,26.09761337,53.9803469,5.09,464.4418853,Pumpkin
100,56,33,26.2440664,70.98893109,5.34,540.5971354,Pumpkin
82,54,28,26.39842571,68.83032103,5.53,543.6473317,Pumpkin
75,54,29,27.63561046,73.59598402,5.71,688.0704099,Pumpkin
73,70,28,27.58105089,70.54677271,5.1,614.4517022,Pumpkin
81,62,33,25.63399139,66.39534356,5.94,660.8121988,Pumpkin
81,52,30,26.90114557,60.3152017,5.54,554.2726201,Pumpkin
65,67,27,27.77295326,68.10538425,5.71,703.7158038,Pumpkin
92,52,26,27.51145581,55.42601318,5.48,509.4038282,Pumpkin
86,49,31,25.17637644,67.41165042,5.66,439.4201371,Pumpkin
78,46,33,25.35191251,60.93166609,5.07,637.6337125,Pumpkin
72,49,33,27.53600053,66.50522986,5.13,469.0823021,Pumpkin
98,51,32,27.94711779,52.48520012,5.0,678.2535247,Pumpkin
87,57,29,26.75810655,71.38953198,5.41,555.5826784,Pumpkin
95,68,30,26.92029246,58.00905042,5.56,757.1100592,Pumpkin
82,51,27,26.33334775,51.53809774,5.69,720.5305629,Pumpkin
86,51,27,26.38497388,69.88378205,5.1,696.3815517,Pumpkin
81,49,32,25.4629599,58.00117279,5.62,431.3651311,Pumpkin
79,60,32,26.26493709,73.77907691,5.66,547.6044161,Pumpkin
66,66,29,25.18327108,60.18404844,5.61,771.9314591,Pumpkin
91,64,27,25.22156544,57.2168473,5.0,607.2276608,Pumpkin
88,68,25,25.92823957,61.92829167,5.57,781.5624515,Pumpkin
62,67,34,26.3842527,66.53642207,5.17,617.3231517,Pumpkin
95,68,29,26.8935185,72.74910426,5.77,638.7862767,Pumpkin
92,49,34,25.96556229,57.10430105,5.57,729.3353221,Pumpkin
99,55,35,26.16249342,65.60459105,5.84,525.1877784,Pumpkin
94,69,35,26.63690908,65.04304609,5.18,734.3969327,Pumpkin
80,66,34,27.19983002,61.12986423,5.01,505.449516,Pumpkin
79,51,29,25.8742168,67.28642176,5.8,453.2308816,Pumpkin
96,54,31,27.57468772,63.03847439,5.74,755.0460745,Pumpkin
74,60,29,25.94228774,59.2236352,5.94,555.4378091,Pumpkin
82,49,30,26.62765357,64.16640344,5.83,794.708709,Pumpkin
94,60,33,27.26367831,51.64814197,5.85,479.1932044,Pumpkin
97,51,28,25.11199129,63.86509411,5.0,477.4496375,Pumpkin
96,58,28,27.68420211,71.70489973,5.91,519.2110464,Pumpkin
82,67,33,27.67087775,59.99229357,5.28,452.3313056,Pumpkin
68,47,33,27.47310225,74.67472558,5.11,428.3949867,Pumpkin
77,51,25,25.6079478,60.83122702,5.47,498.0557332,Pumpkin
64,55,30,26.15597745,62.85464133,5.35,454.974896,Pumpkin
86,69,29,26.35985166,56.48004916,5.57,679.1814568,Pumpkin
85,50,29,27.97406158,68.53364923,5.08,666.9115519,Pumpkin
93,47,32,26.87399971,54.60227159,5.16,747.537653,Pumpkin
85,64,31,27.20919286,73.16243138,5.28,788.3690699,Pumpkin
100,67,31,27.89090294,60.1235758,5.8,774.7141602,Pumpkin
95,69,32,25.27101978,57.87136162,5.06,765.2700024,Pumpkin
61,64,33,27.16569657,68.50330867,5.69,777.3004609,Pumpkin
62,48,29,26.33741819,57.76088681,5.52,514.1027651,Pumpkin
93,48,27,25.82918478,67.82464822,5.62,571.2556424,Pumpkin
61,68,28,27.38191403,62.93302793,5.27,787.520006,Pumpkin
69,68,29,26.6335359,55.71847279,5.58,433.3241698,Pumpkin
87,54,32,26.82233318,68.87747586,5.37,742.948297,Pumpkin
86,49,35,25.23694479,59.63657262,5.99,790.7297081,Pumpkin
85,54,28,27.24987793,74.83953218,5.97,633.456475,Pumpkin
61,63,30,26.25752096,71.02590782,5.39,489.2371541,Pumpkin
94,46,30,27.2053314,66.13404246,5.11,603.8660313,Pumpkin
99,68,25,25.48491914,72.49941496,5.29,507.202587,Pumpkin
73,53,35,25.83522433,67.20576265,5.35,408.3000227,Pumpkin
90,51,29,25.36140961,53.15202838,5.87,603.2741351,Pumpkin
89,49,33,26.37251514,64.71811342,5.7,590.9126446,Pumpkin
100,63,25,25.33033886,61.9998701,5.72,434.4328169,Pumpkin
75,51,25,26.02818879,53.71640037,5.79,501.0948558,Pumpkin
91,56,32,27.03323572,57.23640221,5.55,458.338454,Pumpkin
60,50,35,27.66166498,51.82900334,5.72,705.5785796,Pumpkin
91,49,34,26.6236578,68.6792031,5.56,479.198566,Pumpkin
60,57,35,26.42458396,60.3261752,5.15,513.3801881,Pumpkin
87,54,32,25.90720495,73.23495895,5.95,482.0396329,Pumpkin
99,57,27,27.09707981,73.27089709,5.02,462.4075641,Pumpkin
89,53,35,26.90014876,68.01372828,5.43,612.0118736,Pumpkin
66,70,35,25.28614923,56.62868016,5.15,679.6039089,Pumpkin
66,65,30,26.94733394,55.39026097,5.27,610.4598093,Pumpkin
97,47,27,27.96544174,64.74823764,5.78,465.180173,Pumpkin
93,49,34,27.20161652,67.44225149,5.53,680.2602209,Pumpkin
70,46,33,26.9697618,74.42890113,5.39,760.1347453,Pumpkin
90,63,28,25.80362026,67.30907142,5.51,466.0840919,Pumpkin
74,51,27,26.65691456,72.92031073,5.92,453.8105232,Pumpkin
99,63,28,27.34773357,71.46356477,5.15,690.8434217,Pumpkin
97,52,25,26.09919786,66.26309424,5.23,729.2844139,Pumpkin
84,47,26,26.34145975,74.69702039,5.79,497.2054278,Pumpkin
67,45,25,27.59320233,56.87852792,5.55,754.0557104,Pumpkin
95,63,28,26.03127053,60.97867636,5.47,741.1938175,Pumpkin
94,48,31,25.08324633,53.38888979,5.19,635.6405943,Pumpkin
61,66,26,25.11649637,58.5510915,5.97,586.6780277,Pumpkin
83,48,28,27.3940718,58.84444383,5.48,442.323758,Pumpkin
80,53,25,26.5960436,59.27333246,5.59,752.3233628,Pumpkin
73,54,31,27.13039194,73.137169,5.26,649.4483313,Pumpkin
70,62,34,27.30943526,67.49052909,5.71,712.0474888,Pumpkin
62,66,27,26.20158173,55.09307832,5.42,489.0137273,Pumpkin
77,50,34,26.57075707,67.6232007,5.37,540.6666925,Pumpkin
75,64,26,26.85571094,61.78057288,5.45,539.4077412,Pumpkin
85,47,27,27.95761916,60.36070785,5.53,485.3067426,Pumpkin
68,52,35,26.9871597,52.42623798,5.98,735.6807963,Pumpkin
68,59,31,25.01156156,58.5209606,5.26,448.970164,Pumpkin
90,69,32,25.08906751,52.44528014,5.21,725.7812265,Pumpkin
84,66,30,25.17830508,53.57521322,5.41,449.8624699,Pumpkin
98,62,31,27.52194326,62.40678286,5.51,435.4794585,Pumpkin
95,45,35,26.59091336,62.14337506,5.36,578.3555305,Pumpkin
79,65,27,27.16655848,68.97787206,5.42,752.1996642,Pumpkin
79,60,28,25.39841885,50.52280647,5.84,592.1453002,Pumpkin
98,53,34,26.56800646,50.74581943,5.63,456.1817734,Pumpkin
86,64,27,27.93597801,65.64868047,5.34,726.3531684,Pumpkin
37,115,48,20.71058208,40.31337522,5.66,2142.484769,Radish
34,105,48,23.60888025,43.59749749,5.63,2122.529435,Radish
22,104,54,24.12903007,49.58192399,5.84,1214.656436,Radish
11,101,53,21.81934682,41.68897574,6.19,1498.923924,Radish
29,118,55,24.25713603,43.35307886,5.65,921.3117849,Radish
23,98,55,21.81686704,42.08735732,5.99,1940.223753,Radish
40,107,47,23.57621175,41.3565464,5.91,2158.214946,Radish
11,98,54,22.5313263,45.29578658,6.44,1664.517261,Radish
8,100,46,19.47710727,44.0013689,6.4,1411.337805,Radish
36,117,49,22.2163241,45.27941491,6.08,1189.47572,Radish
37,116,47,24.43975805,49.00851199,5.77,1197.786728,Radish
24,105,47,18.83475139,49.94820784,5.9,978.3558934,Radish
36,107,47,21.0078088,41.02581538,5.68,1809.94564,Radish
15,99,49,21.12686936,48.02494199,6.38,1651.162996,Radish
9,103,52,21.89617093,41.5481972,6.37,2134.840128,Radish
18,96,55,22.47945037,43.63258527,5.54,1408.643617,Radish
19,96,50,23.42160642,47.15012012,5.88,1239.382416,Radish
32,111,45,21.04974942,40.61072214,5.51,1815.181288,Radish
11,117,55,20.4856595,41.96319601,6.46,1729.92579,Radish
26,109,46,19.30350997,41.12106497,5.92,1835.460196,Radish
14,99,52,22.98495851,45.08623722,6.42,1965.604494,Radish
41,98,46,22.34429924,40.0233715,6.49,1371.575936,Radish
5,104,48,20.42654396,40.40081627,6.25,1946.530929,Radish
32,101,50,22.0396363,45.72873381,6.03,1875.368597,Radish
14,118,54,20.12289305,47.77368961,5.64,1340.401542,Radish
7,113,47,18.07513346,41.15815876,6.36,1396.545839,Radish
20,102,55,18.93611253,46.50262217,5.62,1613.354844,Radish
12,105,46,18.73825366,41.3203213,5.72,1308.892874,Radish
42,112,46,20.79894656,43.88995635,5.79,1179.348829,Radish
27,95,51,24.33429057,42.80929859,6.43,1355.541516,Radish
41,118,47,23.70618176,40.2581824,5.92,2032.427923,Radish
24,111,45,19.85204076,41.32919644,5.88,1531.145774,Radish
35,107,51,24.86351725,49.45130046,6.5,1314.35575,Radish
6,118,51,23.79352032,46.14438783,5.65,1216.145705,Radish
25,106,45,20.94160936,41.95923337,5.73,1989.071086,Radish
35,112,45,24.40586177,41.7032999,5.61,2159.502434,Radish
12,96,48,18.23544093,40.53071365,6.15,949.6125119,Radish
32,112,52,20.8107402,45.59844082,5.7,2174.025977,Radish
38,98,46,23.91060076,44.64015118,6.24,1019.566798,Radish
7,103,49,18.45892665,46.64785881,5.67,1105.976197,Radish
17,120,45,18.11408946,43.67737353,5.82,1731.384401,Radish
6,106,51,24.33361896,47.12917622,6.16,1979.939414,Radish
33,112,52,23.59147509,46.67858288,6.03,1976.011509,Radish
24,97,48,18.75526993,48.85602904,6.1,1903.466481,Radish
25,113,50,21.04544715,41.90709016,5.69,2145.551169,Radish
9,110,52,20.10578578,45.06402335,5.72,1872.580465,Radish
10,102,50,20.74272723,42.24561586,5.86,1618.054452,Radish
45,96,52,22.25737699,48.90603234,6.26,1868.229785,Radish
19,102,49,24.53063561,48.51448115,5.98,1698.756089,Radish
30,98,54,24.63169904,45.53127776,5.92,1681.810114,Radish
22,104,52,19.24632392,45.37295132,6.24,1776.271776,Radish
43,98,55,21.19478541,46.31027162,5.63,1088.11741,Radish
5,112,47,21.58392595,46.80590711,5.65,1503.789367,Radish
5,102,52,20.02562559,45.33638733,5.9,1587.357986,Radish
42,102,51,21.31033331,41.84873407,6.16,1990.813121,Radish
19,114,54,19.72051732,47.38752411,6.23,1895.46435,Radish
43,103,46,18.63326722,41.38021664,5.9,1969.060988,Radish
39,107,46,19.6645627,48.86489089,6.2,1238.625368,Radish
30,111,45,24.47685707,47.78818192,5.52,1396.429216,Radish
23,110,48,24.5228075,42.97135587,6.35,967.4211226,Radish
45,95,45,22.28812223,41.51160457,5.5,1406.961244,Radish
6,103,52,18.24151413,45.13137776,5.72,1250.128771,Radish
21,104,47,22.57957801,49.10699503,5.51,2079.523213,Radish
9,97,51,19.61471431,48.66369952,5.55,1333.214144,Radish
31,95,53,18.45513036,47.40348794,6.19,1292.796412,Radish
36,116,52,21.09276649,40.93750559,5.99,1968.466465,Radish
18,102,50,19.29810779,48.64214769,6.41,1842.53992,Radish
34,120,52,21.60939624,40.33305215,6.23,2164.55316,Radish
34,105,52,20.74752445,43.91884289,5.83,1807.782953,Radish
13,103,50,20.86093732,46.45931873,5.83,2067.898796,Radish
22,97,50,23.55193039,43.25515103,5.64,2144.805422,Radish
42,116,51,20.72412343,45.02116107,6.02,1299.214963,Radish
33,103,48,23.84388518,47.30152612,6.45,1434.465275,Radish
33,104,54,18.43427297,49.80964188,6.1,1631.296353,Radish
28,102,49,22.17284354,41.91244189,5.54,2092.557302,Radish
22,117,46,22.49459492,41.09001541,6.01,1441.156907,Radish
37,117,46,23.847851,46.24425911,5.82,1778.184934,Radish
20,111,48,21.89256805,45.70978007,6.02,1102.810724,Radish
28,115,51,21.14050079,44.15929087,5.51,1858.253532,Radish
9,96,49,19.33366459,46.07290417,5.76,999.4975418,Radish
16,117,55,22.82187809,47.31626942,5.79,1629.362786,Radish
41,106,51,20.36519233,46.19141318,6.23,1562.237689,Radish
43,115,50,23.56548191,48.05430801,6.02,1286.610869,Radish
24,107,48,22.58638977,48.07763684,6.09,2131.196112,Radish
7,109,53,19.470728,48.81580728,6.16,1513.099874,Radish
45,113,47,20.55504376,41.36988047,6.34,1567.912873,Radish
31,96,45,18.61124196,47.68764458,5.69,1753.051551,Radish
10,101,49,24.7185587,42.31544405,6.28,1082.371879,Radish
39,103,51,20.23843843,41.06944368,5.99,1118.024208,Radish
29,115,55,18.45437752,40.63087193,5.92,2077.634256,Radish
28,110,51,24.16313307,49.3385255,5.89,1699.194684,Radish
20,97,46,21.76866971,46.34252574,6.3,1370.187168,Radish
42,109,48,24.73931601,40.56929384,5.81,2063.653302,Radish
42,98,48,21.29157776,43.4753806,5.91,1854.709699,Radish
5,104,50,24.3209706,49.50927734,5.8,1057.080272,Radish
6,108,50,22.08217719,44.17432289,5.78,1763.567879,Radish
17,105,53,21.40928119,46.51719301,6.07,1606.119268,Radish
29,117,54,19.62609244,48.41282875,6.07,1817.845646,Radish
7,116,55,18.46263692,47.32649602,5.66,910.8968287,Radish
44,112,49,21.28371884,43.40625806,6.04,1008.328015,Radish
